文件	段号	段内偏移	编码	字符串
stage09.stg	3143	0xB	ascii	T$]n
stage09.stg	3147	0x4	big5	小商場
stage09.stg	3171	0x4	big5	小商場
stage09.stg	3195	0x4	big5	木材場
stage09.stg	3212	0x2	big5	陶藝企業
stage09.stg	3213	0x4	big5	大工廠
stage09.stg	3247	0x4	big5	小商場
stage09.stg	3271	0x4	big5	小工廠
stage09.stg	3290	0xB	ascii	Z- C
stage09.stg	3294	0x4	big5	中農場
stage09.stg	3304	0xB	ascii	X=/b
stage09.stg	3318	0x4	big5	小商場
stage09.stg	3347	0x4	big5	小工廠
stage09.stg	3355	0xB	ascii	b~_6
stage09.stg	3371	0x4	big5	矽礦場
stage09.stg	3388	0x2	big5	書香企業
stage09.stg	3389	0x4	big5	中工廠
stage09.stg	3412	0x4	big5	小商場
stage09.stg	3426	0x4	big5	小農場
stage09.stg	3450	0x4	big5	中商場
stage09.stg	3464	0x4	big5	小工廠
stage09.stg	3470	0xB	ascii	ZDlC
stage09.stg	3472	0xB	ascii	ZD#E
stage09.stg	3476	0xB	ascii	ZDlC
stage09.stg	3478	0xB	ascii	ZDHD
stage09.stg	3484	0xB	ascii	ZD#E
stage09.stg	3488	0x4	big5	小工廠
stage09.stg	3496	0xB	ascii	Se>t
stage09.stg	3512	0x4	big5	中農場
stage09.stg	3555	0x4	big5	小商場
stage09.stg	3579	0x4	big5	小工廠
stage09.stg	3611	0x2	big5	有巢氏實業
stage09.stg	3612	0x4	big5	中商場
stage09.stg	3625	0x4	big5	中農場
stage09.stg	3648	0x4	big5	小農場
stage09.stg	3666	0xB	ascii	^@yl
stage09.stg	3672	0x4	big5	中工廠
stage09.stg	3714	0xB	ascii	\8dI
stage09.stg	3724	0x4	big5	小工廠
stage09.stg	3733	0xB	ascii	L=9!
stage09.stg	3755	0x4	big5	中工廠
stage09.stg	3815	0x4	big5	油礦場
stage09.stg	3837	0x4	big5	鐵礦場
stage09.stg	3854	0x2	big5	精工企業
stage09.stg	3855	0x4	big5	大工廠
stage09.stg	3857	0x4	big5	小農場
stage09.stg	3881	0x4	big5	小工廠
stage09.stg	3913	0x4	big5	中商場
stage09.stg	3980	0x4	big5	小商場
stage09.stg	4013	0x4	big5	煤碳場
stage09.stg	4042	0x4	big5	中工廠
stage09.stg	4108	0x4	big5	化物場
stage09.stg	4125	0x2	big5	加樂福企業
stage09.stg	4126	0x4	big5	大工廠
stage09.stg	4167	0x4	big5	中商場
stage09.stg	4201	0x4	big5	小工廠
stage09.stg	4228	0x4	big5	大農場
stage09.stg	4252	0x4	big5	小商場
stage09.stg	4277	0x4	big5	小農場
stage09.stg	4305	0x4	big5	煤碳場
stage09.stg	4328	0x4	big5	小工廠
stage09.stg	4356	0xB	ascii	I71(
stage09.stg	4538	0xA	ascii	@Q H
stage10.stg	0	0xC	ascii	Map11
stage10.stg	1	0x2	big5	創業王企業
stage10.stg	2	0x4	big5	合併廠
stage10.stg	27	0xB	ascii	a;:K
stage10.stg	28	0xB	ascii	a;bL
stage10.stg	29	0xB	ascii	a;bL
stage10.stg	39	0xB	ascii	a;Jh
stage10.stg	64	0xB	ascii	aS{O
stage10.stg	67	0xB	ascii	a][J
stage10.stg	68	0xB	ascii	aS{O
stage10.stg	129	0xB	ascii	P2O(
stage10.stg	132	0xB	ascii	PLt'
stage10.stg	139	0xB	ascii	P?E,
stage10.stg	243	0x2	big5	單菱商社
stage10.stg	244	0x4	big5	大工廠
stage10.stg	244	0x0	ascii	0012
stage10.stg	290	0xB	ascii	[0U)
stage10.stg	291	0xB	ascii	[@'3
stage10.stg	300	0xB	ascii	[;6,
stage10.stg	307	0xB	ascii	[Pz-
stage10.stg	326	0x4	big5	煤碳場
stage10.stg	398	0x4	big5	砂土場
stage10.stg	461	0x4	big5	鋁礦場
stage10.stg	520	0x4	big5	銀礦場
stage10.stg	526	0xB	ascii	LCS-
stage10.stg	529	0xB	ascii	LCl/
stage10.stg	532	0xB	ascii	LCS-
stage10.stg	534	0xB	ascii	LCS-
stage10.stg	545	0xB	ascii	LCa-
stage10.stg	550	0xB	ascii	LCa-
stage10.stg	552	0xB	ascii	LCa-
stage10.stg	563	0xB	ascii	LC[+
stage10.stg	572	0xB	ascii	LCs.
stage10.stg	573	0xB	ascii	LCa-
stage10.stg	576	0xB	ascii	LC[+
stage10.stg	579	0x4	big5	金礦場
stage10.stg	638	0x4	big5	化物場
stage10.stg	697	0x4	big5	煤碳場
stage10.stg	725	0x4	big5	油礦場
stage10.stg	783	0x4	big5	鐵礦場
stage10.stg	835	0x4	big5	砂土場
stage10.stg	883	0x4	big5	木材場
stage10.stg	944	0x4	big5	大工廠
stage10.stg	944	0x0	ascii	0013
stage10.stg	1048	0x4	big5	合併廠
stage10.stg	1048	0x0	ascii	0017
stage10.stg	1373	0x2	big5	耐急企業
stage10.stg	1374	0x4	big5	合併廠
stage10.stg	1460	0x4	big5	中工廠
stage10.stg	1474	0xB	ascii	^H.H
stage10.stg	1476	0xB	ascii	^HA;
stage10.stg	1482	0xB	ascii	^H+<
stage10.stg	1510	0x4	big5	小工廠
stage10.stg	1536	0x4	big5	中工廠
stage10.stg	1587	0x2	big5	風力富企業
stage10.stg	1588	0x4	big5	合併廠
stage10.stg	1635	0xB	ascii	d-H%
stage10.stg	1639	0xB	ascii	d-?"
stage10.stg	1666	0xB	ascii	d-L$
stage10.stg	1667	0xB	ascii	d-m!
stage10.stg	1671	0xB	ascii	d-Y&
stage10.stg	1674	0xB	ascii	d;0%
stage10.stg	1675	0xB	ascii	d->(
stage10.stg	1684	0xB	ascii	d-\t%
stage10.stg	1695	0xB	ascii	d-L$
stage10.stg	1698	0xB	ascii	d-m!
stage10.stg	1701	0xB	ascii	d-?"
stage10.stg	1702	0xB	ascii	d-p%
stage10.stg	1704	0xB	ascii	d-2 
stage10.stg	1732	0x2	big5	七十一企業
stage10.stg	1733	0x4	big5	小商場
stage10.stg	1761	0x4	big5	小商場
stage10.stg	1786	0x4	big5	小商場
stage10.stg	1811	0x4	big5	小商場
stage10.stg	1827	0x4	big5	小商場
stage10.stg	1855	0x4	big5	小商場
stage10.stg	1883	0x2	big5	微硬公司
stage10.stg	1884	0x2	big5	敗耳企業
stage10.stg	1885	0x2	big5	大牧場企業
stage10.stg	1886	0x4	big5	化物場
stage10.stg	1903	0x4	big5	木材場
stage10.stg	1920	0x2	big5	農產公司
stage10.stg	1921	0x4	big5	中商場
stage10.stg	1934	0x4	big5	小工廠
stage10.stg	1966	0x2	big5	資源產業
stage10.stg	1967	0x4	big5	煤碳場
stage10.stg	1984	0x4	big5	鐵礦場
stage10.stg	2001	0x4	big5	小商場
stage10.stg	2025	0x4	big5	中工廠
stage10.stg	2058	0x2	big5	木造實業
stage10.stg	2059	0x4	big5	木材場
stage10.stg	2082	0x2	big5	文房企業
stage10.stg	2083	0x4	big5	砂土場
stage10.stg	2106	0x4	big5	小工廠
stage10.stg	2134	0x2	big5	全電子企業
stage10.stg	2135	0x4	big5	中工廠
stage10.stg	2159	0x4	big5	鐵礦場
stage10.stg	2176	0x4	big5	煤碳場
stage10.stg	2193	0x4	big5	砂土場
stage10.stg	2210	0x4	big5	矽礦場
stage10.stg	2227	0x2	big5	小家電公司
stage10.stg	2228	0x4	big5	小工廠
stage10.stg	2256	0x4	big5	油礦場
stage10.stg	2273	0x4	big5	化物場
stage10.stg	2302	0x2	big5	大矽谷產業
stage10.stg	2303	0x4	big5	砂土場
stage10.stg	2320	0x4	big5	小工廠
stage10.stg	2348	0x2	big5	陶藝企業
stage10.stg	2349	0x4	big5	木材場
stage10.stg	2349	0x0	ascii	0014
stage10.stg	2366	0x4	big5	鐵礦場
stage10.stg	2366	0x0	ascii	0013
stage10.stg	2383	0x4	big5	小工廠
stage10.stg	2383	0x0	ascii	0012
stage10.stg	2406	0x4	big5	砂土場
stage10.stg	2429	0x4	big5	小商場
stage10.stg	2452	0x2	big5	書香企業
stage10.stg	2453	0x4	big5	小工廠
stage10.stg	2484	0x4	big5	小工廠
stage10.stg	2508	0x4	big5	木材場
stage10.stg	2525	0x2	big5	有巢氏實業
stage10.stg	2526	0x4	big5	中商場
stage10.stg	2540	0x4	big5	小工廠
stage10.stg	2567	0x4	big5	矽礦場
stage10.stg	2584	0x4	big5	鐵礦場
stage10.stg	2613	0x4	big5	煤碳場
stage10.stg	2636	0x4	big5	砂土場
stage10.stg	2659	0x2	big5	精工企業
stage10.stg	2660	0x4	big5	油礦場
stage10.stg	2660	0x0	ascii	0013
stage10.stg	2677	0x4	big5	木材場
stage10.stg	2677	0x0	ascii	0012
stage10.stg	2700	0x4	big5	中工廠
stage10.stg	2724	0x4	big5	中工廠
stage10.stg	2757	0x4	big5	矽礦場
stage10.stg	2780	0x4	big5	鐵礦場
stage10.stg	2803	0x4	big5	煤碳場
stage10.stg	2826	0x4	big5	砂土場
stage10.stg	2843	0x2	big5	加樂福企業
stage10.stg	2844	0x4	big5	鐵礦場
stage10.stg	2861	0x4	big5	中工廠
stage10.stg	2894	0x4	big5	中工廠
stage10.stg	2927	0x4	big5	小工廠
stage10.stg	2954	0x4	big5	木材場
stage11.stg	0	0xC	ascii	Map06
stage11.stg	1	0x2	big5	創業王企業
stage11.stg	2	0x4	big5	合併廠
stage11.stg	12	0xB	ascii	H$};
stage11.stg	14	0xB	ascii	Hpu8
stage11.stg	17	0xB	ascii	HV<9
stage11.stg	37	0x2	big5	單菱商社
stage11.stg	38	0x4	big5	大工廠
stage11.stg	63	0xB	ascii	RM=@
stage11.stg	111	0x4	big5	合併廠
stage11.stg	371	0x4	big5	木材場
stage11.stg	444	0x4	big5	鐵礦場
stage11.stg	502	0x4	big5	砂土場
stage11.stg	560	0x2	big5	耐急企業
stage11.stg	561	0x4	big5	大工廠
stage11.stg	626	0xB	ascii	_6Y+
stage11.stg	641	0x2	big5	風力富企業
stage11.stg	642	0x4	big5	合併廠
stage11.stg	670	0xB	ascii	dT\[
stage11.stg	674	0xB	ascii	d0{a
stage11.stg	675	0xB	ascii	dgp_
stage11.stg	737	0x2	big5	七十一企業
stage11.stg	738	0x4	big5	大商場
stage11.stg	849	0x2	big5	微硬公司
stage11.stg	850	0x2	big5	敗耳企業
stage11.stg	851	0x2	big5	大牧場企業
stage11.stg	852	0x4	big5	中工廠
stage11.stg	852	0x0	ascii	0013
stage11.stg	885	0x4	big5	砂土場
stage11.stg	885	0x0	ascii	0012
stage11.stg	901	0x4	big5	中工廠
stage11.stg	935	0x4	big5	中商場
stage11.stg	950	0x4	big5	大農場
stage11.stg	994	0x4	big5	鐵礦場
stage11.stg	998	0xB	ascii	Wrg\t
stage11.stg	1000	0xB	ascii	Wrg\t
stage11.stg	1002	0xB	ascii	Wrg\t
stage11.stg	1004	0xB	ascii	Wrg\t
stage11.stg	1011	0x4	big5	小工廠
stage11.stg	1040	0x4	big5	小工廠
stage11.stg	1048	0xB	ascii	R-E.
stage11.stg	1051	0xB	ascii	R-h,
stage11.stg	1054	0xB	ascii	R-x+
stage11.stg	1063	0xB	ascii	R-h,
stage11.stg	1070	0x4	big5	小商場
stage11.stg	1094	0x4	big5	小工廠
stage11.stg	1122	0x4	big5	木材場
stage11.stg	1150	0x2	big5	農產公司
stage11.stg	1151	0x4	big5	小工廠
stage11.stg	1179	0x4	big5	煤碳場
stage11.stg	1179	0x0	ascii	0021
stage11.stg	1196	0x4	big5	中商場
stage11.stg	1210	0x4	big5	小工廠
stage11.stg	1210	0x0	ascii	0019
stage11.stg	1242	0x4	big5	中商場
stage11.stg	1242	0x0	ascii	0018
stage11.stg	1256	0x4	big5	大商場
stage11.stg	1256	0x0	ascii	0017
stage11.stg	1270	0x4	big5	中工廠
stage11.stg	1270	0x0	ascii	0016
stage11.stg	1303	0x4	big5	小工廠
stage11.stg	1303	0x0	ascii	0015
stage11.stg	1327	0x4	big5	小工廠
stage11.stg	1327	0x0	ascii	0014
stage11.stg	1351	0x4	big5	中工廠
stage11.stg	1351	0x0	ascii	0013
stage11.stg	1383	0xB	ascii	\GvT
stage11.stg	1399	0x4	big5	小商場
stage11.stg	1399	0x0	ascii	0012
stage11.stg	1423	0x4	big5	小工廠
stage11.stg	1449	0x4	big5	中農場
stage11.stg	1465	0xB	ascii	_#D~
stage11.stg	1474	0x4	big5	砂土場
stage11.stg	1497	0x4	big5	小商場
stage11.stg	1521	0x4	big5	鐵礦場
stage11.stg	1532	0xB	ascii	Trx\t
stage11.stg	1534	0xB	ascii	Trx\t
stage11.stg	1536	0xB	ascii	Trx\t
stage11.stg	1538	0xB	ascii	Trx\t
stage11.stg	1542	0xB	ascii	Trx\t
stage11.stg	1544	0x4	big5	木材場
stage11.stg	1571	0x4	big5	小工廠
stage11.stg	1577	0xB	ascii	RHO;
stage11.stg	1595	0x4	big5	小商場
stage11.stg	1619	0x4	big5	中工廠
stage11.stg	1683	0x2	big5	資源產業
stage11.stg	1684	0x4	big5	小工廠
stage11.stg	1684	0x0	ascii	0021
stage11.stg	1686	0x4	big5	中商場
stage11.stg	1700	0x4	big5	小農場
stage11.stg	1700	0x0	ascii	0019
stage11.stg	1724	0x4	big5	中工廠
stage11.stg	1724	0x0	ascii	0018
stage11.stg	1742	0xB	ascii	XMVI
stage11.stg	1744	0xB	ascii	XM%J
stage11.stg	1748	0x4	big5	煤碳場
stage11.stg	1748	0x0	ascii	0017
stage11.stg	1765	0x4	big5	小工廠
stage11.stg	1765	0x0	ascii	0016
stage11.stg	1789	0x4	big5	中工廠
stage11.stg	1789	0x0	ascii	0015
stage11.stg	1823	0x4	big5	中農場
stage11.stg	1823	0x0	ascii	0014
stage11.stg	1847	0x4	big5	砂土場
stage11.stg	1847	0x0	ascii	0013
stage11.stg	1864	0x4	big5	小工廠
stage11.stg	1864	0x0	ascii	0012
stage11.stg	1891	0x4	big5	鐵礦場
stage11.stg	1908	0x4	big5	小農場
stage11.stg	1916	0xB	ascii	T#_{
stage11.stg	1922	0xB	ascii	T#+z
stage11.stg	1926	0xB	ascii	T#+z
stage11.stg	1932	0x4	big5	砂土場
stage11.stg	1949	0x4	big5	小工廠
stage11.stg	1965	0xB	ascii	\WW;
stage11.stg	1974	0xB	ascii	\ux:
stage11.stg	1978	0x4	big5	中工廠
stage11.stg	2038	0x4	big5	小工廠
stage11.stg	2053	0xB	ascii	\\tZ,
stage11.stg	2066	0x4	big5	油礦場
stage11.stg	2074	0xB	ascii	`rE\t
stage11.stg	2085	0xB	ascii	`rE\t
stage11.stg	2088	0x4	big5	化物場
stage11.stg	2105	0x2	big5	木造實業
stage11.stg	2106	0x4	big5	矽礦場
stage11.stg	2106	0x0	ascii	0017
stage11.stg	2114	0xB	ascii	8C;\t
stage11.stg	2129	0x4	big5	鋁礦場
stage11.stg	2129	0x0	ascii	0016
stage11.stg	2152	0x4	big5	小工廠
stage11.stg	2152	0x0	ascii	0015
stage11.stg	2176	0x4	big5	大工廠
stage11.stg	2176	0x0	ascii	0014
stage11.stg	2200	0x4	big5	砂土場
stage11.stg	2200	0x0	ascii	0013
stage11.stg	2229	0x4	big5	小農場
stage11.stg	2229	0x0	ascii	0012
stage11.stg	2253	0x4	big5	中工廠
stage11.stg	2286	0xB	ascii	^.SY
stage11.stg	2322	0x4	big5	小工廠
stage11.stg	2346	0x4	big5	煤碳場
stage11.stg	2364	0x4	big5	砂土場
stage11.stg	2396	0x4	big5	鐵礦場
stage11.stg	2406	0xB	ascii	:rh\t
stage11.stg	2409	0xB	ascii	:rh\t
stage11.stg	2412	0x4	big5	小商場
stage11.stg	2426	0x4	big5	木材場
stage11.stg	2453	0x4	big5	小商場
stage11.stg	2478	0x4	big5	小工廠
stage11.stg	2506	0x2	big5	文房企業
stage11.stg	2507	0x4	big5	小農場
stage11.stg	2507	0x0	ascii	0012
stage11.stg	2530	0x4	big5	小工廠
stage11.stg	2553	0x4	big5	小工廠
stage11.stg	2585	0x4	big5	小農場
stage11.stg	2609	0x4	big5	砂土場
stage11.stg	2626	0x4	big5	小工廠
stage11.stg	2650	0x4	big5	中工廠
stage11.stg	2703	0x4	big5	小商場
stage11.stg	2727	0x4	big5	小工廠
stage11.stg	2734	0xB	ascii	\ghL
stage11.stg	2737	0xB	ascii	\'^F
stage11.stg	2740	0xB	ascii	\'0F
stage11.stg	2746	0xB	ascii	\'^F
stage11.stg	2749	0xB	ascii	\'^F
stage11.stg	2752	0xB	ascii	\'NQ
stage11.stg	2759	0x4	big5	化物場
stage11.stg	2781	0x2	big5	全電子企業
stage11.stg	2782	0x4	big5	小商場
stage11.stg	2782	0x0	ascii	0015
stage11.stg	2806	0x4	big5	小商場
stage11.stg	2806	0x0	ascii	0014
stage11.stg	2830	0x4	big5	矽礦場
stage11.stg	2830	0x0	ascii	0013
stage11.stg	2855	0xB	ascii	HCm\t
stage11.stg	2859	0x4	big5	小工廠
stage11.stg	2859	0x0	ascii	0012
stage11.stg	2891	0x4	big5	小商場
stage11.stg	2915	0x4	big5	小工廠
stage11.stg	2942	0x4	big5	中工廠
stage11.stg	2956	0xB	ascii	_&DI
stage11.stg	2975	0x4	big5	砂土場
stage11.stg	2996	0x4	big5	木材場
stage11.stg	3019	0x4	big5	鐵礦場
stage11.stg	3025	0xB	ascii	Ars\t
stage11.stg	3037	0xB	ascii	Arq\t
stage11.stg	3038	0xB	ascii	Arv\t
stage11.stg	3042	0x4	big5	小工廠
stage11.stg	3072	0x4	big5	大工廠
stage11.stg	3142	0x2	big5	小家電公司
stage11.stg	3143	0x4	big5	鋁礦場
stage11.stg	3143	0x0	ascii	0018
stage11.stg	3166	0x4	big5	大農場
stage11.stg	3166	0x0	ascii	0017
stage11.stg	3190	0x4	big5	中農場
stage11.stg	3190	0x0	ascii	0016
stage11.stg	3214	0x4	big5	合併廠
stage11.stg	3214	0x0	ascii	0015
stage11.stg	3238	0xB	ascii	6rn\t
stage11.stg	3248	0x4	big5	大工廠
stage11.stg	3248	0x0	ascii	0014
stage11.stg	3282	0x4	big5	矽礦場
stage11.stg	3282	0x0	ascii	0013
stage11.stg	3305	0x4	big5	大商場
stage11.stg	3305	0x0	ascii	0012
stage11.stg	3403	0x4	big5	中工廠
stage11.stg	3409	0xB	ascii	XomN
stage11.stg	3423	0xB	ascii	XomN
stage11.stg	3427	0x4	big5	中工廠
stage11.stg	3460	0x4	big5	大工廠
stage11.stg	3479	0xB	ascii	Wx)J
stage11.stg	3504	0x4	big5	小農場
stage11.stg	3516	0xB	ascii	]4Gn
stage11.stg	3528	0x4	big5	砂土場
stage11.stg	3558	0x4	big5	鐵礦場
stage11.stg	3562	0xB	ascii	KrD\t
stage11.stg	3568	0xB	ascii	Kr~\t
stage11.stg	3572	0xB	ascii	Kr~\t
stage11.stg	3575	0x4	big5	砂土場
stage11.stg	3596	0x4	big5	木材場
stage11.stg	3613	0x2	big5	大矽谷產業
stage11.stg	3614	0x4	big5	中農場
stage11.stg	3614	0x0	ascii	0014
stage11.stg	3638	0x4	big5	煤碳場
stage11.stg	3638	0x0	ascii	0013
stage11.stg	3667	0x4	big5	大工廠
stage11.stg	3667	0x0	ascii	0012
stage11.stg	3700	0x4	big5	小商場
stage11.stg	3714	0x4	big5	小工廠
stage11.stg	3738	0x4	big5	中工廠
stage11.stg	3762	0x4	big5	砂土場
stage11.stg	3791	0x4	big5	木材場
stage11.stg	3808	0x4	big5	小工廠
stage11.stg	3835	0x4	big5	中工廠
stage11.stg	3902	0x4	big5	化物場
stage11.stg	3931	0x2	big5	陶藝企業
stage11.stg	3932	0x4	big5	中農場
stage11.stg	3956	0x4	big5	小工廠
stage11.stg	3956	0x0	ascii	0021
stage11.stg	3984	0x4	big5	中工廠
stage11.stg	4017	0x4	big5	矽礦場
stage11.stg	4017	0x0	ascii	0019
stage11.stg	4028	0xB	ascii	HCO\t
stage11.stg	4046	0x4	big5	油礦場
stage11.stg	4046	0x0	ascii	0018
stage11.stg	4063	0x4	big5	鋁礦場
stage11.stg	4063	0x0	ascii	0017
stage11.stg	4085	0x4	big5	中工廠
stage11.stg	4085	0x0	ascii	0016
stage11.stg	4128	0x4	big5	砂土場
stage11.stg	4128	0x0	ascii	0015
stage11.stg	4151	0x4	big5	大商場
stage11.stg	4151	0x0	ascii	0014
stage11.stg	4165	0x4	big5	小工廠
stage11.stg	4165	0x0	ascii	0013
stage11.stg	4189	0x4	big5	小工廠
stage11.stg	4189	0x0	ascii	0012
stage11.stg	4213	0x4	big5	小農場
stage11.stg	4223	0xB	ascii	R#;|
stage11.stg	4225	0xB	ascii	Q#O|
stage11.stg	4237	0x4	big5	小工廠
stage11.stg	4266	0x4	big5	大商場
stage11.stg	4293	0xB	ascii	_@}z
stage11.stg	4294	0xB	ascii	_@}z
stage11.stg	4295	0xB	ascii	_@}z
stage11.stg	4296	0xB	ascii	_@}z
stage11.stg	4359	0x4	big5	鐵礦場
stage11.stg	4366	0xB	ascii	Yrk\t
stage11.stg	4368	0xB	ascii	Yrm\t
stage11.stg	4374	0xB	ascii	Yrk\t
stage11.stg	4376	0x4	big5	砂土場
stage11.stg	4392	0x4	big5	大工廠
stage11.stg	4422	0xB	ascii	R-yG
stage11.stg	4474	0x4	big5	小工廠
stage11.stg	4501	0x4	big5	小工廠
stage11.stg	4507	0xB	ascii	[O\t+
stage11.stg	4513	0xB	ascii	Y@d$
stage11.stg	4533	0x4	big5	木材場
stage11.stg	4556	0x2	big5	書香企業
stage11.stg	4557	0x4	big5	小工廠
stage11.stg	4557	0x0	ascii	0024
stage11.stg	4580	0x4	big5	中農場
stage11.stg	4580	0x0	ascii	0023
stage11.stg	4603	0x4	big5	小農場
stage11.stg	4626	0x4	big5	矽礦場
stage11.stg	4626	0x0	ascii	0021
stage11.stg	4643	0x4	big5	中農場
stage11.stg	4667	0x4	big5	小商場
stage11.stg	4667	0x0	ascii	0019
stage11.stg	4681	0x4	big5	中工廠
stage11.stg	4681	0x0	ascii	0018
stage11.stg	4705	0x4	big5	中商場
stage11.stg	4705	0x0	ascii	0017
stage11.stg	4719	0x4	big5	小工廠
stage11.stg	4719	0x0	ascii	0016
stage11.stg	4746	0x4	big5	合併廠
stage11.stg	4746	0x0	ascii	0015
stage11.stg	4798	0x4	big5	合併廠
stage11.stg	4798	0x0	ascii	0014
stage11.stg	4841	0xB	ascii	P/:.
stage11.stg	4856	0x4	big5	油礦場
stage11.stg	4856	0x0	ascii	0013
stage11.stg	4872	0x4	big5	小工廠
stage11.stg	4896	0x4	big5	木材場
stage11.stg	4913	0x4	big5	小商場
stage11.stg	4927	0x4	big5	中工廠
stage11.stg	4981	0x4	big5	矽礦場
stage11.stg	4985	0xB	ascii	TC3\t
stage11.stg	4998	0x4	big5	煤碳場
stage11.stg	5015	0x4	big5	鐵礦場
stage11.stg	5038	0x4	big5	砂土場
stage11.stg	5055	0x2	big5	有巢氏實業
stage11.stg	5056	0x4	big5	中農場
stage11.stg	5056	0x0	ascii	0012
stage11.stg	5080	0x4	big5	大工廠
stage11.stg	5113	0x4	big5	小工廠
stage11.stg	5145	0x4	big5	砂土場
stage11.stg	5162	0x4	big5	化物場
stage11.stg	5185	0x4	big5	小農場
stage11.stg	5209	0x4	big5	小工廠
stage11.stg	5236	0x4	big5	煤碳場
stage11.stg	5268	0x4	big5	鐵礦場
stage11.stg	5284	0x4	big5	砂土場
stage11.stg	5301	0x4	big5	矽礦場
stage11.stg	5318	0x2	big5	精工企業
stage11.stg	5319	0x4	big5	小工廠
stage11.stg	5319	0x0	ascii	0018
stage11.stg	5346	0x4	big5	煤碳場
stage11.stg	5346	0x0	ascii	0017
stage11.stg	5363	0x4	big5	鋁礦場
stage11.stg	5363	0x0	ascii	0016
stage11.stg	5380	0x4	big5	小商場
stage11.stg	5380	0x0	ascii	0015
stage11.stg	5394	0x4	big5	中工廠
stage11.stg	5394	0x0	ascii	0014
stage11.stg	5418	0x4	big5	小工廠
stage11.stg	5418	0x0	ascii	0013
stage11.stg	5424	0xB	ascii	TH%=
stage11.stg	5426	0xB	ascii	TH%=
stage11.stg	5442	0x4	big5	中工廠
stage11.stg	5442	0x0	ascii	0012
stage11.stg	5495	0x4	big5	小農場
stage11.stg	5505	0xB	ascii	OrDc
stage11.stg	5507	0xB	ascii	OrDc
stage11.stg	5509	0xB	ascii	OZ'c
stage11.stg	5519	0x4	big5	中工廠
stage11.stg	5561	0xB	ascii	`O<(
stage11.stg	5564	0xB	ascii	[S("
stage11.stg	5574	0x4	big5	鐵礦場
stage11.stg	5579	0xB	ascii	Ir6\t
stage11.stg	5581	0xB	ascii	Ir6\t
stage11.stg	5582	0xB	ascii	Ir6\t
stage11.stg	5587	0xB	ascii	Ir6\t
stage11.stg	5597	0x4	big5	小工廠
stage11.stg	5624	0x4	big5	矽礦場
stage11.stg	5642	0x4	big5	煤碳場
stage11.stg	5674	0x4	big5	鐵礦場
stage11.stg	5695	0x4	big5	砂土場
stage11.stg	5723	0x4	big5	木材場
stage11.stg	5740	0x2	big5	加樂福企業
stage11.stg	5741	0x4	big5	中農場
stage11.stg	5765	0x4	big5	小工廠
stage11.stg	5797	0x4	big5	小工廠
stage11.stg	5822	0x4	big5	中商場
stage11.stg	5836	0x4	big5	小工廠
stage11.stg	5865	0x4	big5	大農場
stage11.stg	5890	0x4	big5	木材場
stage11.stg	5913	0x4	big5	大工廠
stage11.stg	5974	0xB	ascii	X.q!
stage11.stg	5980	0xB	ascii	UWC.
stage11.stg	5988	0x4	big5	砂土場
stage12.stg	0	0xC	ascii	Map12
stage12.stg	1	0x2	big5	創業王企業
stage12.stg	2	0x4	big5	合併廠
stage12.stg	123	0xB	ascii	E9p0
stage12.stg	125	0xB	ascii	E9:2
stage12.stg	202	0xB	ascii	.`}A
stage12.stg	206	0xB	ascii	.`5E
stage12.stg	281	0xB	ascii	Lbh8
stage12.stg	297	0x4	big5	合併廠
stage12.stg	297	0x0	ascii	0015
stage12.stg	410	0xB	ascii	2`>&
stage12.stg	424	0xB	ascii	2,WP
stage12.stg	473	0xB	ascii	2fC!
stage12.stg	492	0xB	ascii	Azl-
stage12.stg	494	0xB	ascii	@.41
stage12.stg	495	0xB	ascii	@cp:
stage12.stg	499	0xB	ascii	@ek-
stage12.stg	528	0x4	big5	合併廠
stage12.stg	528	0x0	ascii	0017
stage12.stg	565	0xB	ascii	OxY`
stage12.stg	571	0xB	ascii	Nx^P
stage12.stg	572	0xB	ascii	Ox9P
stage12.stg	576	0xB	ascii	Nx^R
stage12.stg	578	0xB	ascii	Nx5P
stage12.stg	579	0xB	ascii	Nx5P
stage12.stg	584	0xB	ascii	O#<S
stage12.stg	586	0xB	ascii	Ox9P
stage12.stg	587	0xB	ascii	O#6P
stage12.stg	589	0xB	ascii	N6cQ
stage12.stg	665	0x4	big5	中商場
stage12.stg	665	0x0	ascii	0018
stage12.stg	702	0x2	big5	單菱商社
stage12.stg	703	0x4	big5	中商場
stage12.stg	752	0x4	big5	合併廠
stage12.stg	854	0xB	ascii	-w0`
stage12.stg	887	0x2	big5	耐急企業
stage12.stg	888	0x2	big5	風力富企業
stage12.stg	889	0x2	big5	七十一企業
stage12.stg	890	0x2	big5	微硬公司
stage12.stg	891	0x2	big5	敗耳企業
stage12.stg	892	0x2	big5	大牧場企業
stage12.stg	893	0x2	big5	農產公司
stage12.stg	894	0x2	big5	資源產業
stage12.stg	895	0x2	big5	木造實業
stage12.stg	896	0x2	big5	文房企業
stage12.stg	897	0x2	big5	全電子企業
stage12.stg	898	0x2	big5	小家電公司
stage12.stg	899	0x2	big5	大矽谷產業
stage12.stg	900	0x2	big5	陶藝企業
stage12.stg	901	0x2	big5	書香企業
stage12.stg	902	0x2	big5	有巢氏實業
stage12.stg	903	0x2	big5	精工企業
stage12.stg	904	0x2	big5	加樂福企業
stage13.stg	0	0xC	ascii	Map01
