文件	行号	内容
SaleMachineInfo.h	26	SHOW_MACHINE_NAME,
SaleMachineInfo.h	27	SHOW_MACHINE_YEAR,
SaleMachineInfo.h	28	LIST_PRODUCT,
SaleMachineInfo.h	29	UNUSE_OBJ29,
SaleMachineInfo.h	30	UNUSE_OBJ30,
SaleMachineInfo.h	31	UNUSE_OBJ31,
SaleMachineInfo.h	32	MAINTAIN_COST,
SaleMachineInfo.h	33	UNUSE_OBJ34,
SaleMachineInfo.h	34	MATERIAL_USE,
SaleMachineInfo.h	35	UNUSE_OBJ36,
SaleMachineInfo.h	36	SHOW_UNITSTR1,
SaleMachineInfo.h	37	SHOW_UNITSTR2,
SaleMachineInfo.h	38	SHOW_UNITSTR3,
SaleMachineInfo.h	39	SHOW_UNITSTR4,
SaleMachineInfo.h	40	WORK_TIME
SaleMachineInfo.h	41	};
SaveConfirm.h	1	enum {
SaveConfirm.h	2	BTN_YES,
SaveConfirm.h	3	BTN_NO,
SaveConfirm.h	4	UNUSE_OBJ3
SaveConfirm.h	5	};
SmallMapBtn.h	1	enum {
SmallMapBtn.h	2	BTN_COMPANY,
SmallMapBtn.h	3	BTN_PEOPLE,
SmallMapBtn.h	4	BTN_MINE,
SmallMapBtn.h	5	BTN_WATER
SmallMapBtn.h	6	};
ToBuildFirm-1.h	1	enum {
ToBuildFirm-1.h	2	SHOW_WOOD,
ToBuildFirm-1.h	3	SHOW_DIRT,
ToBuildFirm-1.h	4	SHOW_IRON,
ToBuildFirm-1.h	5	SHOW_BRICK,
ToBuildFirm-1.h	6	SHOW_CONCRETE,
ToBuildFirm-1.h	7	SHOW_GLASS,
ToBuildFirm-1.h	8	SHOW_STEEL,
ToBuildFirm-1.h	9	SHOW_WOOD_NUM,
ToBuildFirm-1.h	10	SHOW_DIRT_NUM,
ToBuildFirm-1.h	11	SHOW_IRON_NUM,
ToBuildFirm-1.h	12	SHOW_BRICK_NUM,
ToBuildFirm-1.h	13	SHOW_CONCRETE_NUM,
ToBuildFirm-1.h	14	SHOW_GLASS_NUM,
ToBuildFirm-1.h	15	SHOW_STEEL_NUM,
ToBuildFirm-1.h	16	SHOW_BUILD_NAME
ToBuildFirm-1.h	17	};
ToBuildFirm-Mine.h	1	enum {
ToBuildFirm-Mine.h	2	BTN_BUILDMINE_FACT_OLD,
ToBuildFirm-Mine.h	3	BTN_BUILDMINE_FACT_NEW,
ToBuildFirm-Mine.h	4	BTN_BUILDMINE_STORE,
ToBuildFirm-Mine.h	5	BTN_BUILDMINE_STORE_1,
ToBuildFirm-Mine.h	6	BTN_BUILDMINE_FARM,
ToBuildFirm-Mine.h	7	BTN_BUILDMINE_FARM_1,
ToBuildFirm-Mine.h	8	BTN_BUILDMINE_MINE,
ToBuildFirm-Mine.h	9	SHOW_BUILDMINE_FACE_PRICE,
ToBuildFirm-Mine.h	10	SHOW_BUILDMINE_STORE_PRICE,
ToBuildFirm-Mine.h	11	SHOW_BUILDMINE_STORE_1_PRICE,
ToBuildFirm-Mine.h	12	SHOW_BUILDMINE_FARM_PRICE,
ToBuildFirm-Mine.h	13	SHOW_BUILDMINE_FARM_1_PRICE,
ToBuildFirm-Mine.h	14	SHOW_BUILDMINE_MINE_PRICE,
ToBuildFirm-Mine.h	15	BTN_TOBUILDFIRM_MINE_BUILD,
ToBuildFirm-Mine.h	16	BTN_TITLEBAR1,
ToBuildFirm-Mine.h	17	SHOW_NAME_BUILDING1,
ToBuildFirm-Mine.h	18	SHOW_BUILDMINE_TYPE,
ToBuildFirm-Mine.h	19	SHOW_BUILDMINE_QUALITY,
ToBuildFirm-Mine.h	20	SHOW_BUILDMINE_QUALITY_NUM,
ToBuildFirm-Mine.h	21	SHOW_BUILDMINE_TYPE_NAME,
ToBuildFirm-Mine.h	22	SHOW_BUILDMINE_QUANTITY,
ToBuildFirm-Mine.h	23	SHOW_BUILDMINE_QUANTITY_NUM
ToBuildFirm-Mine.h	24	};
ToBuildFirm.h	1	enum {
ToBuildFirm.h	2	BTN_BUILD_FACT_OLD,
ToBuildFirm.h	3	BTN_BUILD_FACT_NEW,
ToBuildFirm.h	4	BTN_BUILD_STORE,
ToBuildFirm.h	5	BTN_BUILD_STORE_1,
ToBuildFirm.h	6	BTN_BUILD_FARM,
ToBuildFirm.h	7	BTN_BUILD_FARM_1,
ToBuildFirm.h	8	BTN_BUILD_MINE,
ToBuildFirm.h	9	SHOW_BUILD_FACT_PRICE,
ToBuildFirm.h	10	SHOW_BUILD_STORE_PRICE,
ToBuildFirm.h	11	SHOW_BUILD_STORE_1_PRICE,
ToBuildFirm.h	12	SHOW_BUILD_FARM_PRICE,
ToBuildFirm.h	13	SHOW_BUILD_FARM_1_PRICE,
ToBuildFirm.h	14	SHOW_BUILD_MINE_PRICE,
ToBuildFirm.h	15	BTN_TOBUILDFIRM_BUILD,
ToBuildFirm.h	16	BTN_TITLEBAR,
ToBuildFirm.h	17	SHOW_NAME_BUILDING,
ToBuildFirm.h	18	SHOW_BUILD_WATER,
ToBuildFirm.h	19	SHOW_BUILD_WATER_NUM,
ToBuildFirm.h	20	SHOW_BUILD_DIRT,
ToBuildFirm.h	21	SHOW_BUILD_DIRT_NUM
ToBuildFirm.h	22	};
balance_info.h	1	enum {
balance_info.h	2	UNUSE_OBJ1,
balance_info.h	3	UNUSE_OBJ2,
balance_info.h	4	UNUSE_OBJ3,
balance_info.h	5	UNUSE_OBJ4,
balance_info.h	6	UNUSE_OBJ5,
balance_info.h	7	UNUSE_OBJ6,
balance_info.h	8	UNUSE_OBJ7,
balance_info.h	9	UNUSE_OBJ8,
balance_info.h	10	UNUSE_OBJ9,
balance_info.h	11	UNUSE_OBJ10,
balance_info.h	12	UNUSE_OBJ11,
balance_info.h	13	UNUSE_OBJ12,
balance_info.h	14	UNUSE_OBJ13,
balance_info.h	15	UNUSE_OBJ14,
balance_info.h	16	UNUSE_OBJ15,
balance_info.h	17	UNUSE_OBJ16,
balance_info.h	18	UNUSE_OBJ17,
balance_info.h	19	UNUSE_OBJ18,
balance_info.h	20	UNUSE_OBJ19,
balance_info.h	21	ASSETS_DEBT0,
balance_info.h	22	COR_REVIEW0,
balance_info.h	23	ASSETS_DEBT1,
balance_info.h	24	LOSS_PROFIT,
balance_info.h	25	CORP_NAME,
balance_info.h	26	ASSETS_0,
balance_info.h	27	DEBT_0,
balance_info.h	28	NET_WORTH0,
balance_info.h	29	NETW_GRAPH,
balance_info.h	30	YEAR_BUT,
balance_info.h	31	SEASON_BUT,
balance_info.h	32	MONTH_BUT,
balance_info.h	33	CASH_0,
balance_info.h	34	STOCKS_0,
balance_info.h	35	LAND_0,
balance_info.h	36	SUBTOTAL_0,
balance_info.h	37	MACHINE_0,
balance_info.h	38	ASSETS_TOTAL0,
balance_info.h	39	LOAN_0,
balance_info.h	40	VACANCY_0,
balance_info.h	41	MINES_0,
balance_info.h	42	FACTORY_0,
balance_info.h	43	FARM_0,
balance_info.h	44	TEC_FARM0,
balance_info.h	45	MARKET_0,
balance_info.h	46	MALL_0,
balance_info.h	47	CASH_NUM,
balance_info.h	48	STOCKS_NUM,
balance_info.h	49	LAND_NUM,
balance_info.h	50	MINES_NUM,
balance_info.h	51	FACTORY_NUM,
balance_info.h	52	FARM_NUM,
balance_info.h	53	TECFARM_NUM,
balance_info.h	54	MARKET_NUM,
balance_info.h	55	MALL_NUM,
balance_info.h	56	SUBTOTAL_NUM,
balance_info.h	57	MACHINE_NUM,
balance_info.h	58	ATOTAL_NUM,
balance_info.h	59	LOAN_NUM,
balance_info.h	60	NWORTH_AMOUNT,
balance_info.h	61	CASH_PER,
balance_info.h	62	STOCKS_PER,
balance_info.h	63	SUBTOTAL_PER,
balance_info.h	64	MACHINE_PER,
balance_info.h	65	ATOTAL_PER,
balance_info.h	66	UNUSE_OBJ35,
balance_info.h	67	BTN_EXIT,
balance_info.h	68	BTN_COR_SW,
balance_info.h	69	LAND_PER
balance_info.h	70	};
buildbtn.h	1	enum {
buildbtn.h	2	BTN_BUILD_FACT,
buildbtn.h	3	BTN_BUILD_BUSI,
buildbtn.h	4	BTN_BUILD_HOT,
buildbtn.h	5	BTN_BUILD_FARM,
buildbtn.h	6	BTN_BUILD_HFARM,
buildbtn.h	7	BTN_BUILD_MINE,
buildbtn.h	8	BTN_BUILD_SALE
buildbtn.h	9	};
buyfact.h	1	enum {
buyfact.h	2	UNUSE_OBJ1,
buyfact.h	3	UNUSE_OBJ2,
buyfact.h	4	UNUSE_OBJ3,
buyfact.h	5	UNUSE_OBJ4,
buyfact.h	6	UNUSE_OBJ5,
buyfact.h	7	UNUSE_OBJ6,
buyfact.h	8	UNUSE_OBJ7,
buyfact.h	9	UNUSE_OBJ8,
buyfact.h	10	BTN_YES,
buyfact.h	11	BTN_NO,
buyfact.h	12	FACT_NAME,
buyfact.h	13	COLOR,
buyfact.h	14	BUS_NAME,
buyfact.h	15	HEAD_PIC,
buyfact.h	16	YEAR_EARN,
buyfact.h	17	YEAR_PROFIT,
buyfact.h	18	LAND,
buyfact.h	19	MINER,
buyfact.h	20	HOURSE,
buyfact.h	21	MACHINE,
buyfact.h	22	STOCK,
buyfact.h	23	TOTAL,
buyfact.h	24	LAND_COST,
buyfact.h	25	MINER_COST,
buyfact.h	26	HOURSE_COST,
buyfact.h	27	MACHINE_COST,
buyfact.h	28	STOCK_COST,
buyfact.h	29	TOTAL_COST,
buyfact.h	30	TALK_TXT
buyfact.h	31	};
buystuff_confirm.h	1	enum {
buystuff_confirm.h	2	BTN_YES,
buystuff_confirm.h	3	BTN_NO,
buystuff_confirm.h	4	UNUSE_OBJ31,
buystuff_confirm.h	5	UNUSE_OBJ4,
buystuff_confirm.h	6	BUY_COST,
buystuff_confirm.h	7	UNUSE_OBJ6
buystuff_confirm.h	8	};
ceo_info.h	1	enum {
ceo_info.h	2	UNUSE_OBJ111,
ceo_info.h	3	UNUSE_OBJ211,
ceo_info.h	4	UNUSE_OBJ311,
ceo_info.h	5	UNUSE_OBJ411,
ceo_info.h	6	UNUSE_OBJ511,
ceo_info.h	7	CEO_COLOR,
ceo_info.h	8	BUS_NAME,
ceo_info.h	9	BOSSHEAD,
ceo_info.h	10	BOSSHEAD_NAME,
ceo_info.h	11	HEAD_PIC,
ceo_info.h	12	PRODUCE,
ceo_info.h	13	PRODUCE_NAME,
ceo_info.h	14	EXCEL,
ceo_info.h	15	EXCEL_NAME,
ceo_info.h	16	POLICY,
ceo_info.h	17	POLICY_NAME,
ceo_info.h	18	ADVANTAGE,
ceo_info.h	19	ADVANTAGE_NAME
ceo_info.h	20	};
ceo_regist.h	1	enum {
ceo_regist.h	2	UNUSE_OBJ1,
ceo_regist.h	3	UNUSE_OBJ2,
ceo_regist.h	4	CEO_NAME,
ceo_regist.h	5	BUSINESS_SNAME,
ceo_regist.h	6	CEO_SNAME,
ceo_regist.h	7	AGENT_COLOR,
ceo_regist.h	8	AGENT,
ceo_regist.h	9	PLR_NAME,
ceo_regist.h	10	BTN_OK,
ceo_regist.h	11	BTN_CANCEL,
ceo_regist.h	12	PLR_COLOR,
ceo_regist.h	13	BTN_SELECT_COLOR
ceo_regist.h	14	};
colorlist.h	1	enum {
colorlist.h	2	CLR_1,
colorlist.h	3	CLR_2,
colorlist.h	4	CLR_3,
colorlist.h	5	CLR_4,
colorlist.h	6	CLR_5,
colorlist.h	7	CLR_6,
colorlist.h	8	CLR_7
colorlist.h	9	};
extface_putland.h	1	enum {
extface_putland.h	2	TINY_LAND,
extface_putland.h	3	MID_LAND,
extface_putland.h	4	BIG_LAND,
extface_putland.h	5	LAND_EMPTY,
extface_putland.h	6	LAND_WOOD,
extface_putland.h	7	LAND_DIRT,
extface_putland.h	8	LAND_IRON,
extface_putland.h	9	LAND_SI,
extface_putland.h	10	LAND_OIL,
extface_putland.h	11	LAND_COAL,
extface_putland.h	12	LAND_CHEM,
extface_putland.h	13	LAND_GOLD,
extface_putland.h	14	LAND_SILV,
extface_putland.h	15	LAND_ALUM,
extface_putland.h	16	LAND_HOUSE,
extface_putland.h	17	BTN_CLOSE,
extface_putland.h	18	LAND_HOUSE0,
extface_putland.h	19	UNUSE_OBJ18,
extface_putland.h	20	UNUSE_OBJ19,
extface_putland.h	21	UNUSE_OBJ20,
extface_putland.h	22	UNUSE_OBJ21,
extface_putland.h	23	UNUSE_OBJ22,
extface_putland.h	24	UNUSE_OBJ23,
extface_putland.h	25	UNUSE_OBJ24,
extface_putland.h	26	UNUSE_OBJ25,
extface_putland.h	27	UNUSE_OBJ26,
extface_putland.h	28	UNUSE_OBJ27,
extface_putland.h	29	UNUSE_OBJ28,
extface_putland.h	30	UNUSE_OBJ29,
extface_putland.h	31	UNUSE_OBJ30,
extface_putland.h	32	UNUSE_OBJ31,
extface_putland.h	33	UNUSE_OBJ32,
extface_putland.h	34	UNUSE_OBJ33,
extface_putland.h	35	UNUSE_OBJ34,
extface_putland.h	36	UNUSE_OBJ35,
extface_putland.h	37	UNUSE_OBJ36,
extface_putland.h	38	UNUSE_OBJ37,
extface_putland.h	39	UNUSE_OBJ38,
extface_putland.h	40	UNUSE_OBJ39
extface_putland.h	41	};
face_btn1.h	1	enum {
face_btn1.h	2	BTN_SALE,
face_btn1.h	3	BTN_RETAIL,
face_btn1.h	4	BTN_BUY,
face_btn1.h	5	BTN_PROFIT
face_btn1.h	6	};
face_btn2.h	1	enum {
face_btn2.h	2	BTN_NORMAL,
face_btn2.h	3	BTN_BUYMACHINE
face_btn2.h	4	};
face_buildfact_confirm.h	1	enum {
face_buildfact_confirm.h	2	BTN_YES,
face_buildfact_confirm.h	3	BTN_NO,
face_buildfact_confirm.h	4	UNUSE_OBJ3
face_buildfact_confirm.h	5	};
face_buymachine.h	1	enum {
face_buymachine.h	2	UNUSE_OBJ1,
face_buymachine.h	3	UNUSE_OBJ2,
face_buymachine.h	4	UNUSE_OBJ3,
face_buymachine.h	5	UNUSE_OBJ4,
face_buymachine.h	6	UNUSE_OBJ5,
face_buymachine.h	7	UNUSE_OBJ6,
face_buymachine.h	8	UNUSE_OBJ7,
face_buymachine.h	9	SCBAR_SALEMACHINE,
face_buymachine.h	10	BTN_TYPE_1,
face_buymachine.h	11	BTN_TYPE_2,
face_buymachine.h	12	BTN_TYPE_3,
face_buymachine.h	13	BTN_TYPE_4,
face_buymachine.h	14	BTN_TYPE_5,
face_buymachine.h	15	BTN_TYPE_6,
face_buymachine.h	16	BTN_TYPE_7,
face_buymachine.h	17	BTN_PIC_1,
face_buymachine.h	18	BTN_PIC_2,
face_buymachine.h	19	BTN_PIC_3,
face_buymachine.h	20	BTN_PIC_4,
face_buymachine.h	21	BTN_PIC_5,
face_buymachine.h	22	SHOW_NAME_1,
face_buymachine.h	23	SHOW_NAME_2,
face_buymachine.h	24	SHOW_NAME_3,
face_buymachine.h	25	SHOW_NAME_4,
face_buymachine.h	26	SHOW_NAME_5,
face_buymachine.h	27	LIST_PRODUCT
face_buymachine.h	28	};
face_cancel_build_confirm.h	1	enum {
face_cancel_build_confirm.h	2	BTN_YES,
face_cancel_build_confirm.h	3	BTN_NO,
face_cancel_build_confirm.h	4	UNUSE_OBJ3
face_cancel_build_confirm.h	5	};
face_cheat.h	1	enum {
face_cheat.h	2	EDIT_CHEAT
face_cheat.h	3	};
face_event.h	1	enum {
face_event.h	2	PIC_EVENT,
face_event.h	3	PIC_LIGHT,
face_event.h	4	TEXT
face_event.h	5	};
face_fix_machine.h	1	enum {
face_fix_machine.h	2	UNUSE_OBJ1,
face_fix_machine.h	3	UNUSE_OBJ2,
face_fix_machine.h	4	EDIT_COST,
face_fix_machine.h	5	BTN_YES,
face_fix_machine.h	6	BTN_NO
face_fix_machine.h	7	};
face_hint.h	1	enum {
face_hint.h	2	EDIT_HINT
face_hint.h	3	};
face_license.h	1	enum {
face_license.h	2	UNUSE_OBJ2,
face_license.h	3	UNUSE_OBJ3,
face_license.h	4	UNUSE_OBJ4,
face_license.h	5	LICENSE_PROD_NAME,
face_license.h	6	LICENSE_COST,
face_license.h	7	LICENSE_SUM,
face_license.h	8	BTN_OK,
face_license.h	9	BTN_CANCEL,
face_license.h	10	UNUSE_OBJ9
face_license.h	11	};
face_list.h	1	enum {
face_list.h	2	FACE_LIST
face_list.h	3	};
face_machine.h	1	enum {
face_machine.h	2	UNUSE_OBJ1,
face_machine.h	3	UNUSE_OBJ2,
face_machine.h	4	UNUSE_OBJ3,
face_machine.h	5	UNUSE_OBJ4,
face_machine.h	6	UNUSE_OBJ5,
face_machine.h	7	UNUSE_OBJ6,
face_machine.h	8	UNUSE_OBJ7,
face_machine.h	9	UNUSE_OBJ8,
face_machine.h	10	SHOW_MACHINE_NAME,
face_machine.h	11	UNUSE_OBJ10,
face_machine.h	12	SHOW_MACHINE_YEAR,
face_machine.h	13	UNUSE_OBJ12,
face_machine.h	14	UNUSE_OBJ13,
face_machine.h	15	UNUSE_OBJ14,
face_machine.h	16	UNUSE_OBJ15,
face_machine.h	17	UNUSE_OBJ16,
face_machine.h	18	SHOW_FIXFEE,
face_machine.h	19	UNUSE_OBJ18,
face_machine.h	20	SHOW_QUALITY,
face_machine.h	21	SHOW_OUT_NAME,
face_machine.h	22	SHOW_OUT_NUM,
face_machine.h	23	EGB_OUT,
face_machine.h	24	BOARD_COLOR,
face_machine.h	25	BOARD_COLOR_SEL,
face_machine.h	26	BOARD_SUM,
face_machine.h	27	UNUSE_OBJ26,
face_machine.h	28	PRODKIND_COUNT,
face_machine.h	29	UNUSE_OBJ28,
face_machine.h	30	SHOW_NEXTITEM,
face_machine.h	31	BTN_ARROW,
face_machine.h	32	SHOW_IN_NAME_1,
face_machine.h	33	SHOW_IN_NAME_2,
face_machine.h	34	SHOW_IN_NAME_3,
face_machine.h	35	SHOW_IN_NAME_4,
face_machine.h	36	SHOW_IN_NUM_1,
face_machine.h	37	SHOW_IN_NUM_2,
face_machine.h	38	SHOW_IN_NUM_3,
face_machine.h	39	SHOW_IN_NUM_4,
face_machine.h	40	EGB_IN_1,
face_machine.h	41	EGB_IN_2,
face_machine.h	42	EGB_IN_3,
face_machine.h	43	EGB_IN_4,
face_machine.h	44	UNUSE_OBJ43,
face_machine.h	45	UNUSE_OBJ44,
face_machine.h	46	SHOW_MONTH_1,
face_machine.h	47	SHOW_MONTH_2,
face_machine.h	48	SHOW_MONTH_3,
face_machine.h	49	SHOW_MONTH_4,
face_machine.h	50	SHOW_PRODUCE_1,
face_machine.h	51	SHOW_PRODUCE_2,
face_machine.h	52	SHOW_PRODUCE_3,
face_machine.h	53	SHOW_PRODUCE_4,
face_machine.h	54	DAMAGE,
face_machine.h	55	SHOW_MANAGER_NUM,
face_machine.h	56	SHOW_WORKER_NUM,
face_machine.h	57	BTN_SELL,
face_machine.h	58	BTN_STOP,
face_machine.h	59	BTN_RESTART,
face_machine.h	60	LIST_PRODUCT,
face_machine.h	61	UNUSE_OBJ60,
face_machine.h	62	SHOW_MANAGER_NEED,
face_machine.h	63	UNUSE_OBJ62,
face_machine.h	64	SHOW_WORKER_NEED
face_machine.h	65	};
face_machine_introduce.h	1	enum {
face_machine_introduce.h	2	UNUSE_OBJ1,
face_machine_introduce.h	3	UNUSE_OBJ2,
face_machine_introduce.h	4	UNUSE_OBJ3,
face_machine_introduce.h	5	UNUSE_OBJ4,
face_machine_introduce.h	6	UNUSE_OBJ5,
face_machine_introduce.h	7	UNUSE_OBJ6,
face_machine_introduce.h	8	UNUSE_OBJ7,
face_machine_introduce.h	9	UNUSE_OBJ8,
face_machine_introduce.h	10	UNUSE_OBJ9,
face_machine_introduce.h	11	LIST_PROD,
face_machine_introduce.h	12	MACHINE_NAME,
face_machine_introduce.h	13	UNUSE_OBJ12,
face_machine_introduce.h	14	UNUSE_OBJ13,
face_machine_introduce.h	15	EDIT_YEAR,
face_machine_introduce.h	16	UNUSE_OBJ15,
face_machine_introduce.h	17	UNUSE_OBJ16,
face_machine_introduce.h	18	UNUSE_OBJ17,
face_machine_introduce.h	19	UNUSE_OBJ18,
face_machine_introduce.h	20	UNUSE_OBJ19,
face_machine_introduce.h	21	UNUSE_OBJ20,
face_machine_introduce.h	22	INTRO_1,
face_machine_introduce.h	23	EDIT_PRICE,
face_machine_introduce.h	24	EDIT_MAINTAIN_COST,
face_machine_introduce.h	25	EDIT_MANPOWER,
face_machine_introduce.h	26	EDIT_QUALITY,
face_machine_introduce.h	27	EDIT_USEMATERIAL,
face_machine_introduce.h	28	EDIT_TIMESPEND,
face_machine_introduce.h	29	UNUSE_OBJ36,
face_machine_introduce.h	30	UNUSE_OBJ37
face_machine_introduce.h	31	};
face_mapedit.h	1	enum {
face_mapedit.h	2	BTN_EXIT,
face_mapedit.h	3	LIST1,
face_mapedit.h	4	UNUSE_OBJ3
face_mapedit.h	5	};
face_prograss.h	1	enum {
face_prograss.h	2	PROGRASS_BAR,
face_prograss.h	3	PROGRASS_TXT,
face_prograss.h	4	UNUSE_OBJ3
face_prograss.h	5	};
face_put_machine.h	1	enum {
face_put_machine.h	2	UNUSE_OBJ1,
face_put_machine.h	3	UNUSE_OBJ2,
face_put_machine.h	4	UNUSE_OBJ3,
face_put_machine.h	5	SHOW_OUT_NAME,
face_put_machine.h	6	BTN_OUT_SEL,
face_put_machine.h	7	SHOW_IN_NAME_1,
face_put_machine.h	8	SHOW_IN_NAME_2,
face_put_machine.h	9	SHOW_IN_NAME_3,
face_put_machine.h	10	SHOW_IN_NAME_4,
face_put_machine.h	11	SHOW_IN_NUM_1,
face_put_machine.h	12	SHOW_IN_NUM_2,
face_put_machine.h	13	SHOW_IN_NUM_3,
face_put_machine.h	14	SHOW_IN_NUM_4,
face_put_machine.h	15	BOARD_COLOR,
face_put_machine.h	16	BOARD_COLOR_SEL,
face_put_machine.h	17	BOARD_SUM,
face_put_machine.h	18	UNUSE_OBJ21,
face_put_machine.h	19	PRODKIND_COUNT,
face_put_machine.h	20	UNUSE_OBJ23,
face_put_machine.h	21	BTN_MANAGER_MINUS,
face_put_machine.h	22	BTN_MANAGER_ADD,
face_put_machine.h	23	BTN_WORKER_MINUS,
face_put_machine.h	24	BTN_WORKER_ADD,
face_put_machine.h	25	SHOW_MANAGER_NUM,
face_put_machine.h	26	SHOW_WORKER_NUM,
face_put_machine.h	27	UNUSE_OBJ32,
face_put_machine.h	28	LIST_PRODUCT,
face_put_machine.h	29	BTN_YES
face_put_machine.h	30	};
face_retailmachine.h	1	enum {
face_retailmachine.h	2	UNUSE_OBJ1,
face_retailmachine.h	3	UNUSE_OBJ2,
face_retailmachine.h	4	UNUSE_OBJ3,
face_retailmachine.h	5	UNUSE_OBJ4,
face_retailmachine.h	6	UNUSE_OBJ5,
face_retailmachine.h	7	UNUSE_OBJ6,
face_retailmachine.h	8	UNUSE_OBJ7,
face_retailmachine.h	9	UNUSE_OBJ8,
face_retailmachine.h	10	UNUSE_OBJ9,
face_retailmachine.h	11	UNUSE_OBJ10,
face_retailmachine.h	12	UNUSE_OBJ11,
face_retailmachine.h	13	UNUSE_OBJ12,
face_retailmachine.h	14	UNUSE_OBJ13,
face_retailmachine.h	15	UNUSE_OBJ14,
face_retailmachine.h	16	UNUSE_OBJ15,
face_retailmachine.h	17	UNUSE_OBJ16,
face_retailmachine.h	18	SHOW_MACHINE_NAME,
face_retailmachine.h	19	SHOW_MACHINE_YEAR,
face_retailmachine.h	20	SHOW_BOX_LEFT,
face_retailmachine.h	21	SHOW_COST,
face_retailmachine.h	22	SHOW_ITEM,
face_retailmachine.h	23	SHOW_ITEM_NEXT,
face_retailmachine.h	24	SHOW_PRICE,
face_retailmachine.h	25	BTN_ARROW,
face_retailmachine.h	26	BTN_MINUS,
face_retailmachine.h	27	BTN_ADD,
face_retailmachine.h	28	SHOW_AVGSELL,
face_retailmachine.h	29	BTN_RESTART,
face_retailmachine.h	30	SHOW_STOCK,
face_retailmachine.h	31	UNUSE_OBJ30,
face_retailmachine.h	32	BTN_SELL,
face_retailmachine.h	33	UNUSE_OBJ31,
face_retailmachine.h	34	BTN_STOP,
face_retailmachine.h	35	UNUSE_OBJ34,
face_retailmachine.h	36	SHOW_BOX_AMOUNT,
face_retailmachine.h	37	BTN_BOARD,
face_retailmachine.h	38	LIST_PRODUCT_1,
face_retailmachine.h	39	SCBAR_RETAIL,
face_retailmachine.h	40	LIST_PRODUCT_2,
face_retailmachine.h	41	HAVE_WORKER,
face_retailmachine.h	42	UNUSE_OBJ41,
face_retailmachine.h	43	BASE_PERCENT,
face_retailmachine.h	44	UNUSE_OBJ43
face_retailmachine.h	45	};
face_rmfact_confirm.h	1	enum {
face_rmfact_confirm.h	2	BTN_YES,
face_rmfact_confirm.h	3	BTN_NO,
face_rmfact_confirm.h	4	UNUSE_OBJ3
face_rmfact_confirm.h	5	};
face_salary_0.h	1	enum {
face_salary_0.h	2	BTN_MANAGER,
face_salary_0.h	3	UNUSE_OBJ25,
face_salary_0.h	4	BTN_WORKER,
face_salary_0.h	5	MGR_IDLE,
face_salary_0.h	6	WKR_IDLE,
face_salary_0.h	7	SALES_IDLE,
face_salary_0.h	8	UNUSE_OBJ7,
face_salary_0.h	9	UNUSE_OBJ8,
face_salary_0.h	10	UNUSE_OBJ9,
face_salary_0.h	11	MGR_HAVE,
face_salary_0.h	12	WKR_HAVE,
face_salary_0.h	13	SALES_HAVE,
face_salary_0.h	14	MGR_ALLOW,
face_salary_0.h	15	MGR_DEC,
face_salary_0.h	16	MGR_ADD,
face_salary_0.h	17	MGR_SALARY,
face_salary_0.h	18	WKR_ALLOW,
face_salary_0.h	19	SALES_ALLOW,
face_salary_0.h	20	WKR_SALARY,
face_salary_0.h	21	SALES_SALARY,
face_salary_0.h	22	WKR_DEC,
face_salary_0.h	23	SALES_DEC,
face_salary_0.h	24	WKR_ADD,
face_salary_0.h	25	SALES_ADD
face_salary_0.h	26	};
face_saleland_confirm.h	1	enum {
face_saleland_confirm.h	2	BTN_YES,
face_saleland_confirm.h	3	BTN_NO,
face_saleland_confirm.h	4	UNUSE_OBJ3
face_saleland_confirm.h	5	};
face_salesman.h	1	enum {
face_salesman.h	2	BTN_STOP,
face_salesman.h	3	BTN_EXIT,
face_salesman.h	4	UNUSE_OBJ3,
face_salesman.h	5	UNUSE_OBJ4,
face_salesman.h	6	UNUSE_OBJ5,
face_salesman.h	7	UNUSE_OBJ61,
face_salesman.h	8	VISIT_FACTORY,
face_salesman.h	9	VISIT_SCORE,
face_salesman.h	10	SALE_VAL,
face_salesman.h	11	BUY_VAL
face_salesman.h	12	};
face_smallmap.h	1	enum {
face_smallmap.h	2	BTN_PRODUCTS,
face_smallmap.h	3	BTN_FACTORY,
face_smallmap.h	4	BTN_PEOPLE,
face_smallmap.h	5	BTN_RESOURCE,
face_smallmap.h	6	BTN_WATERSOIL,
face_smallmap.h	7	BTN_SEARCH,
face_smallmap.h	8	SEARCH_BOARD,
face_smallmap.h	9	SEARCH
face_smallmap.h	10	};
face_sp1.h	1	enum {
face_sp1.h	2	BTN_001,
face_sp1.h	3	BTN_002
face_sp1.h	4	};
face_stage_info.h	1	enum {
face_stage_info.h	2	EDIT_TEXT,
face_stage_info.h	3	BTN_OK
face_stage_info.h	4	};
face_talk.h	1	enum {
face_talk.h	2	COUNTRY_COLOR,
face_talk.h	3	COMPANY_NAME,
face_talk.h	4	SHOW_TEXT,
face_talk.h	5	BTN_EXIT,
face_talk.h	6	BTN_GOTO,
face_talk.h	7	HEAD_PIC
face_talk.h	8	};
face_task.h	1	enum {
face_task.h	2	TASK_INFO,
face_task.h	3	BTN_OK
face_task.h	4	};
fact_exit.h	1	enum {
fact_exit.h	2	BTN_EXITFACT
fact_exit.h	3	};
fact_profit_info.h	1	enum {
fact_profit_info.h	2	UNUSE_OBJ1,
fact_profit_info.h	3	UNUSE_OBJ2,
