文件	行号	类型	文本
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	100
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	3037
Machine_type.csv	276	数值	1686
Machine_type.csv	276	数值	4050
Machine_type.csv	276	数值	1686
Machine_type.csv	276	数值	4555
Machine_type.csv	276	数值	6074
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	-1
Machine_type.csv	276	数值	728000
Machine_type.csv	276	数值	512
Machine_type.csv	276	数值	738
Machine_type.csv	276	数值	7280000
Machine_type.csv	276	中文	高科技產品，新式自動輪車機的次世代機種，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。
Machine_type.csv	277	数值	275
Machine_type.csv	277	中文	奈米重型輪車機
Machine_type.csv	277	数值	750
Machine_type.csv	277	数值	751
Machine_type.csv	277	数值	2030
Machine_type.csv	277	数值	9999
Machine_type.csv	277	数值	10
Machine_type.csv	277	数值	-3
Machine_type.csv	277	数值	-3
Machine_type.csv	277	数值	10
Machine_type.csv	277	数值	-3
Machine_type.csv	277	数值	10
Machine_type.csv	277	数值	-3
Machine_type.csv	277	数值	-4
Machine_type.csv	277	中文	輪車機
Machine_type.csv	277	数值	22
Machine_type.csv	277	数值	12
Machine_type.csv	277	数值	30
Machine_type.csv	277	数值	12
Machine_type.csv	277	数值	34
Machine_type.csv	277	数值	45
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	100
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	2733
Machine_type.csv	277	数值	1517
Machine_type.csv	277	数值	3645
Machine_type.csv	277	数值	1517
Machine_type.csv	277	数值	4099
Machine_type.csv	277	数值	5466
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	-1
Machine_type.csv	277	数值	523000
Machine_type.csv	277	数值	513
Machine_type.csv	277	数值	739
Machine_type.csv	277	数值	5230000
Machine_type.csv	277	中文	最頂級的重型輪車機，造車工業的最佳良伴，如果您對產品沒什麼特別要求，重型就是最佳選擇了。
Machine_type.csv	278	数值	276
Machine_type.csv	278	中文	奈米小型輪車機
Machine_type.csv	278	数值	752
Machine_type.csv	278	数值	753
Machine_type.csv	278	数值	2030
Machine_type.csv	278	数值	9999
Machine_type.csv	278	数值	10
Machine_type.csv	278	数值	-2
Machine_type.csv	278	数值	10
Machine_type.csv	278	数值	-2
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	10
Machine_type.csv	278	数值	-2
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-2
Machine_type.csv	278	数值	-1
Machine_type.csv	278	中文	輪車機
Machine_type.csv	278	数值	39
Machine_type.csv	278	数值	21
Machine_type.csv	278	数值	54
Machine_type.csv	278	数值	21
Machine_type.csv	278	数值	61
Machine_type.csv	278	数值	81
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	80
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	110
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	2733
Machine_type.csv	278	数值	1517
Machine_type.csv	278	数值	3645
Machine_type.csv	278	数值	1517
Machine_type.csv	278	数值	4099
Machine_type.csv	278	数值	5466
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	-1
Machine_type.csv	278	数值	209000
Machine_type.csv	278	数值	514
Machine_type.csv	278	数值	740
Machine_type.csv	278	数值	2090000
Machine_type.csv	278	中文	最頂級的小型輪車機，不僅能節省您寶貴的空間，售價及維修費用低廉更是它迷人之處，不過效能方面就差強人意了。
Machine_type.csv	279	数值	277
Machine_type.csv	279	中文	奈米省料輪車機
Machine_type.csv	279	数值	754
Machine_type.csv	279	数值	755
Machine_type.csv	279	数值	2035
Machine_type.csv	279	数值	9999
Machine_type.csv	279	数值	-6
Machine_type.csv	279	数值	10
Machine_type.csv	279	数值	10
Machine_type.csv	279	数值	-3
Machine_type.csv	279	数值	-5
Machine_type.csv	279	数值	-2
Machine_type.csv	279	数值	-5
Machine_type.csv	279	数值	-5
Machine_type.csv	279	数值	-3
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-6
Machine_type.csv	279	数值	-1
Machine_type.csv	279	中文	輪車機
Machine_type.csv	279	数值	26
Machine_type.csv	279	数值	14
Machine_type.csv	279	数值	36
Machine_type.csv	279	数值	14
Machine_type.csv	279	数值	40
Machine_type.csv	279	数值	54
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	100
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	60
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	2733
Machine_type.csv	279	数值	1517
Machine_type.csv	279	数值	3645
Machine_type.csv	279	数值	1517
Machine_type.csv	279	数值	4099
Machine_type.csv	279	数值	5466
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	-1
Machine_type.csv	279	数值	627000
Machine_type.csv	279	数值	515
Machine_type.csv	279	数值	741
Machine_type.csv	279	数值	6270000
Machine_type.csv	279	中文	最頂級的省料輪車機，體積雖然大，且需要六名員工才能操作，不過它能善用您的每分原料，讓缺料不再成為惡夢。
Machine_type.csv	280	数值	278
Machine_type.csv	280	中文	奈米高速輪車機
Machine_type.csv	280	数值	756
Machine_type.csv	280	数值	757
Machine_type.csv	280	数值	2035
Machine_type.csv	280	数值	9999
Machine_type.csv	280	数值	10
Machine_type.csv	280	数值	-2
Machine_type.csv	280	数值	10
Machine_type.csv	280	数值	-3
Machine_type.csv	280	数值	-2
Machine_type.csv	280	数值	-4
Machine_type.csv	280	数值	10
Machine_type.csv	280	数值	-4
Machine_type.csv	280	中文	輪車機
Machine_type.csv	280	数值	13
Machine_type.csv	280	数值	18
Machine_type.csv	280	数值	20
Machine_type.csv	280	数值	27
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	60
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	110
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	2733
Machine_type.csv	280	数值	1517
Machine_type.csv	280	数值	3645
Machine_type.csv	280	数值	1517
Machine_type.csv	280	数值	4099
Machine_type.csv	280	数值	5466
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	-1
Machine_type.csv	280	数值	575000
Machine_type.csv	280	数值	516
Machine_type.csv	280	数值	742
Machine_type.csv	280	数值	5750000
Machine_type.csv	280	中文	最頂級的高速輪車機，雖然犧牲了品質，耗材略多，但能快速將產品堆滿您的庫房。
Machine_type.csv	281	数值	279
Machine_type.csv	281	中文	奈米自動輪車機
Machine_type.csv	281	数值	758
Machine_type.csv	281	数值	759
Machine_type.csv	281	数值	2040
Machine_type.csv	281	数值	9999
Machine_type.csv	281	数值	10
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-4
Machine_type.csv	281	数值	-1
Machine_type.csv	281	中文	輪車機
Machine_type.csv	281	数值	28
Machine_type.csv	281	数值	15
Machine_type.csv	281	数值	39
Machine_type.csv	281	数值	15
Machine_type.csv	281	数值	44
Machine_type.csv	281	数值	58
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	100
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	2733
Machine_type.csv	281	数值	1517
Machine_type.csv	281	数值	3645
Machine_type.csv	281	数值	1517
Machine_type.csv	281	数值	4099
Machine_type.csv	281	数值	5466
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	-1
Machine_type.csv	281	数值	836000
Machine_type.csv	281	数值	517
Machine_type.csv	281	数值	743
Machine_type.csv	281	数值	8360000
Machine_type.csv	281	中文	最頂級的高速輪車機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。
Machine_type.csv	282	数值	280
Machine_type.csv	282	中文	重型印刷機
Machine_type.csv	282	数值	285
Machine_type.csv	282	数值	286
Machine_type.csv	282	数值	1950
Machine_type.csv	282	数值	1980
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	10
Machine_type.csv	282	数值	10
Machine_type.csv	282	数值	-2
Machine_type.csv	282	数值	-2
Machine_type.csv	282	中文	印刷機
Machine_type.csv	282	数值	24
Machine_type.csv	282	数值	28
Machine_type.csv	282	数值	28
Machine_type.csv	282	数值	38
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	100
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	2778
Machine_type.csv	282	数值	3241
Machine_type.csv	282	数值	3241
Machine_type.csv	282	数值	4398
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	-1
Machine_type.csv	282	数值	100000
Machine_type.csv	282	数值	120
Machine_type.csv	282	数值	274
Machine_type.csv	282	数值	1000000
Machine_type.csv	282	中文	印刷機的實用型機種，出版業不可或缺的生財工具，如果您對產品沒什麼特別要求，重型就是最佳選擇了。
Machine_type.csv	283	数值	281
Machine_type.csv	283	中文	小型印刷機
Machine_type.csv	283	数值	287
Machine_type.csv	283	数值	288
Machine_type.csv	283	数值	1950
Machine_type.csv	283	数值	1980
Machine_type.csv	283	数值	10
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	中文	印刷機
Machine_type.csv	283	数值	43
Machine_type.csv	283	数值	50
Machine_type.csv	283	数值	50
Machine_type.csv	283	数值	68
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	100
Machine_type.csv	283	数值	100
Machine_type.csv	283	数值	100
Machine_type.csv	283	数值	100
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	110
Machine_type.csv	283	数值	110
Machine_type.csv	283	数值	110
Machine_type.csv	283	数值	110
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	2778
Machine_type.csv	283	数值	3241
Machine_type.csv	283	数值	3241
Machine_type.csv	283	数值	4398
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	-1
Machine_type.csv	283	数值	40000
Machine_type.csv	283	数值	121
Machine_type.csv	283	数值	275
Machine_type.csv	283	数值	400000
Machine_type.csv	283	中文	造型輕巧的印刷機，不僅能節省您寶貴的空間，售價及維修費用低廉更是它迷人之處，不過效能方面就差強人意了。
Machine_type.csv	284	数值	282
Machine_type.csv	284	中文	省料印刷機
Machine_type.csv	284	数值	289
Machine_type.csv	284	数值	290
Machine_type.csv	284	数值	1955
Machine_type.csv	284	数值	1985
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	10
Machine_type.csv	284	数值	-3
Machine_type.csv	284	数值	-3
Machine_type.csv	284	数值	-3
Machine_type.csv	284	数值	-3
Machine_type.csv	284	数值	10
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-2
Machine_type.csv	284	中文	印刷機
Machine_type.csv	284	数值	28
Machine_type.csv	284	数值	33
Machine_type.csv	284	数值	33
Machine_type.csv	284	数值	45
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	100
Machine_type.csv	284	数值	100
Machine_type.csv	284	数值	100
Machine_type.csv	284	数值	100
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
Machine_type.csv	284	数值	-1
